STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
283518,01010742,6.0,6.25,,,5.58,4.5,5.2,8.0,,7.4,,01
283519,01010743,7.0,8.5,,,6.75,4.75,8.6,8.0,,9.0,,01
283520,01010744,,,4.5,5.83,,,7.4,7.0,6.25,8.6,6.75,01
283521,01010745,6.75,7.0,,,6.5,5.75,5.8,8.0,,6.8,,01
283522,01010746,,,7.25,6.58,,,2.6,5.5,5.75,6.4,6.75,01
283523,01010747,5.25,5.75,,,4.5,2.5,2.6,5.0,,3.0,,01
283524,01010748,5.75,8.25,,,7.5,8.5,8.2,7.25,,8.2,,01
283525,01010749,,,8.75,6.83,,,6.8,5.25,7.5,9.4,4.25,01
283526,01010750,,,7.5,6.67,,,6.0,7.0,4.25,8.0,8.25,01
283527,01010751,6.25,9.25,,,6.58,4.25,5.4,6.25,,7.0,,01
283528,01010752,6.0,8.0,,,6.5,5.5,2.8,5.5,,4.6,,01
283529,01010753,,,6.25,5.92,,,7.4,7.25,5.25,7.2,6.25,01
283530,01010754,7.5,8.25,,,6.75,4.5,5.0,8.25,,7.2,,01
283531,01010755,7.0,8.25,,,7.67,7.75,9.2,8.25,,8.8,,01
283532,01010756,,,5.0,6.25,,,9.4,6.75,5.0,9.2,8.75,01
283533,01010757,,,5.5,6.08,,,6.8,6.0,5.0,8.0,7.75,01
283534,01010758,8.25,8.5,,,7.5,5.75,8.6,7.75,,8.8,,01
283535,01010759,6.25,8.75,,,6.58,4.75,4.8,6.25,,7.4,,01
283536,01010760,5.5,6.5,,,5.17,3.5,3.2,4.25,,3.2,,01
283537,01010761,,,6.75,5.42,,,3.8,6.0,2.5,8.2,7.00,01
283538,01010762,5.0,6.5,,,5.25,4.25,1.4,7.75,,5.8,,01
283539,01010763,8.0,9.25,,,8.5,8.25,8.6,7.75,,8.4,,01
283540,01010764,,,5.75,5.25,,,8.4,6.75,6.25,7.8,3.75,01
283541,01010765,,,6.5,6.5,,,9.4,7.5,6.25,8.6,6.75,01
283542,01010766,,,5.5,5.33,,,5.0,7.5,4.75,7.8,5.75,01
283543,01010767,7.5,7.75,,,7.5,7.25,6.2,7.5,,8.2,,01
283544,01010768,,,8.0,5.25,,,8.4,5.0,3.75,7.8,4.00,01
283545,01010769,7.25,8.5,,,8.0,8.25,9.0,8.5,,9.0,,01
283546,01010770,7.25,7.5,,,7.33,7.25,8.4,8.25,,9.0,,01
283547,01010771,7.5,8.25,,,6.83,4.75,8.4,8.5,,9.4,,01
283548,01010772,7.0,8.75,,,6.75,4.5,8.6,8.5,,9.4,,01
283549,01010773,8.0,8.0,,,6.67,4.0,8.6,8.75,,7.8,,01
283550,01010774,7.5,8.75,,,7.58,6.5,8.4,7.5,,7.8,,01
283551,01010775,7.25,7.25,,,6.67,5.5,5.8,8.75,,9.2,,01
283552,01010776,6.25,9.5,,,7.67,7.25,6.4,8.25,,8.0,,01
283553,01010777,6.25,7.5,,,6.58,6.0,9.2,7.75,,7.8,,01
283554,01010778,6.0,7.75,,,5.75,3.5,8.2,8.5,,8.0,,01
283555,01010779,6.25,9.0,,,6.92,5.5,6.6,7.5,,6.4,,01
283556,01010780,5.75,7.75,,,6.17,5.0,3.6,6.5,,6.6,,01
283557,01010781,7.75,9.5,,,8.08,7.0,5.4,8.25,,8.0,,01
283558,01010782,7.0,8.25,,,7.58,7.5,3.8,7.5,,8.2,,01
283559,01010783,,,8.75,7.67,,,5.0,7.5,6.5,9.0,7.75,01
283560,01010784,7.75,9.25,,,7.83,6.5,7.8,8.0,,7.8,,01
283561,01010785,,,5.75,3.75,,,3.6,5.75,3.75,8.4,1.75,01
283562,01010786,7.0,7.25,,,6.17,4.25,6.4,8.0,,9.2,,01
283563,01010787,6.75,7.5,,,6.25,4.5,4.6,8.25,,7.2,,01
283564,01010788,5.25,8.25,,,5.83,4.0,1.8,7.0,,8.2,,01
283565,01010789,,,7.5,6.0,,,4.0,6.75,3.75,8.4,6.75,01
283566,01010790,7.25,8.5,,,7.17,5.75,8.0,6.75,,6.6,,01
283567,01010791,8.0,8.25,,,7.33,5.75,6.4,8.0,,7.2,,01
283568,01010792,,,5.0,4.67,,,5.0,7.75,5.25,5.4,3.75,01
283569,01010793,8.5,9.5,,,8.42,7.25,6.2,8.0,,8.2,,01
283570,01010794,7.0,9.0,,,7.33,6.0,7.0,7.5,,8.4,,01
283571,01010795,,,4.75,5.08,,,8.4,5.5,2.75,9.4,7.75,01
283572,01010796,,,7.0,6.5,,,7.2,7.5,5.25,9.4,7.25,01
283573,01010797,7.25,8.75,,,7.25,5.75,3.6,7.0,,7.4,,01
283574,01010798,8.25,8.0,,,8.25,8.5,8.4,7.5,,8.6,,01
283575,01010799,7.5,8.25,,,7.42,6.5,6.8,8.25,,6.8,,01
283576,01010800,5.0,6.75,,,5.92,6.0,6.4,8.5,,7.2,,01
283577,01010801,7.5,9.25,,,7.17,4.75,6.6,7.75,,7.6,,01
283578,01010802,7.25,7.5,,,6.25,4.0,3.6,7.75,,2.6,,01
283579,01010803,5.75,8.0,,,5.83,3.75,7.4,8.0,,7.8,,01
283580,01010804,6.75,8.25,,,6.33,4.0,2.0,7.0,,5.8,,01
283581,01010805,6.25,6.75,,,5.67,4.0,3.4,7.75,,5.6,,01
283582,01010806,6.5,7.25,,,6.25,5.0,4.4,7.75,,6.6,,01
283583,01010807,6.25,6.0,,,5.0,2.75,5.2,7.0,,7.2,,01
283584,01010808,,,7.5,6.75,,,4.8,8.0,5.25,8.6,7.50,01
283585,01010809,6.5,9.0,,,6.83,5.0,8.2,7.75,,8.0,,01
283586,01010810,,,7.75,6.08,,,4.2,6.75,3.0,9.2,7.50,01
283587,01010811,,,7.75,7.25,,,6.4,7.25,5.25,9.0,8.75,01
283588,01010812,,,5.0,6.08,,,6.8,6.25,5.25,8.0,8.00,01
283589,01010813,,,4.0,5.5,,,8.2,6.25,4.5,8.8,8.00,01
283590,01010814,,,4.75,6.08,,,9.8,7.0,4.5,9.4,9.00,01
283591,01010815,,,4.75,5.75,,,8.2,5.75,4.25,9.2,8.25,01
283592,01010816,8.25,9.5,,,8.58,8.0,4.2,7.0,,5.2,,01
283593,01010817,,,8.5,6.92,,,5.4,6.75,4.5,9.2,7.75,01
283594,01010818,7.5,8.25,,,7.5,6.75,7.4,8.0,,8.6,,01
283595,01010819,6.75,8.25,,,7.25,6.75,8.4,7.0,,6.8,,01
283596,01010820,6.5,9.0,,,7.17,6.0,4.4,7.25,,4.4,,01
283597,01010821,7.75,8.25,,,6.83,4.5,6.4,7.75,,7.6,,01
283598,01010822,6.75,7.75,,,6.42,4.75,3.6,7.75,,5.2,,01
283599,01010823,6.5,8.0,,,6.17,4.0,5.6,8.25,,6.4,,01
283600,01010824,,,6.75,7.08,,,7.8,6.0,6.0,8.8,8.50,01
283601,01010825,4.75,8.5,,,6.17,5.25,3.6,7.0,,6.0,,01
283602,01010826,6.75,8.0,,,7.58,8.0,9.0,7.25,,6.0,,01
283603,01010827,7.5,8.0,,,6.5,4.0,9.0,8.25,,8.0,,01
283604,01010828,6.75,7.5,,,6.25,4.5,9.0,8.0,,8.0,,01
283605,01010829,,,7.5,6.33,,,4.2,7.0,4.5,8.8,7.00,01
283606,01010830,7.75,7.5,,,6.83,5.25,6.4,7.0,,7.0,,01
283607,01010831,6.25,7.25,,,6.25,5.25,6.4,7.0,,7.4,,01
283608,01010832,,,4.0,5.5,,,7.8,7.0,4.0,8.6,8.50,01
283609,01010833,7.5,8.75,,,7.0,4.75,7.8,7.25,,7.8,,01
283610,01010834,,,4.0,6.33,,,9.4,7.0,6.25,9.2,8.75,01
283611,01010835,5.75,7.0,,,5.75,4.5,6.6,8.0,,9.0,,01
283612,01010836,6.25,8.25,,,5.92,3.25,4.0,7.5,,7.2,,01
283613,01010837,6.5,7.75,,,5.58,2.5,4.6,7.25,,7.4,,01
283614,01010838,7.25,7.0,,,5.67,2.75,3.4,6.75,,7.0,,01
283615,01010839,,,7.75,7.33,,,9.8,4.75,5.5,8.4,8.75,01
283616,01010840,7.75,9.0,,,8.08,7.5,8.2,8.75,,9.0,,01
283617,01010841,8.0,8.5,,,7.83,7.0,6.8,6.0,,7.2,,01
283618,01010842,,,7.75,6.83,,,4.8,6.5,5.25,9.2,7.50,01
283619,01010843,7.25,7.5,,,6.5,4.75,8.6,8.75,,9.2,,01
283620,01010844,7.25,9.25,,,7.5,6.0,8.2,7.25,,9.0,,01
283621,01010845,6.75,8.25,,,6.58,4.75,7.0,7.75,,7.0,,01
283622,01010846,6.75,9.0,,,7.42,6.5,8.2,8.0,,8.4,,01
283623,01010847,6.5,8.25,,,6.83,5.75,7.6,8.0,,8.2,,01
283624,01010848,6.0,8.25,,,6.17,4.25,7.8,8.75,,7.8,,01
283625,01010849,7.5,8.25,,,7.5,6.75,8.2,9.0,,7.8,,01
283626,01010851,8.0,9.0,,,7.67,6.0,8.0,8.25,,8.6,,01
283627,01010852,,,7.75,6.42,,,6.6,7.0,4.75,8.8,6.75,01
283628,01010853,7.0,8.5,,,7.67,7.5,8.4,5.5,,7.2,,01
283629,01010854,6.75,8.5,,,7.17,6.25,4.8,6.5,,6.2,,01
283630,01010855,6.0,7.75,,,5.83,3.75,4.4,7.0,,4.4,,01
283631,01010856,,,6.25,6.58,,,8.2,6.75,5.25,8.8,8.25,01
283632,01010857,8.0,7.75,,,7.33,6.25,5.2,7.25,,7.2,,01
283633,01010858,6.25,7.75,,,6.75,6.25,6.0,8.0,,7.0,,01
283634,01010859,6.5,8.5,,,6.58,4.75,4.4,8.0,,7.2,,01
283635,01010860,6.5,7.25,,,6.25,5.0,5.2,7.5,,6.6,,01
283636,01010861,7.25,7.25,,,6.17,4.0,6.6,7.5,,5.4,,01
283637,01010862,6.75,4.0,,,4.67,3.25,4.8,7.75,,6.8,,01
283638,01010863,,,5.0,6.17,,,4.0,7.75,5.5,7.6,8.00,01
283639,01010864,,,4.75,6.08,,,7.4,6.75,5.5,9.2,8.00,01
283640,01010865,,,8.75,7.75,,,7.8,7.0,5.75,9.0,8.75,01
283641,01010866,5.5,8.0,,,5.33,2.5,6.2,7.25,,6.8,,01
283642,01010867,6.5,7.75,,,6.33,4.75,2.2,8.0,,5.4,,01
283643,01010868,7.5,7.5,,,5.92,2.75,4.6,7.5,,8.4,,01
283644,01010869,6.5,7.0,,,5.92,4.25,5.6,6.75,,8.0,,01
283645,01010870,7.75,8.5,,,7.92,7.5,8.2,8.25,,7.8,,01
283646,01010871,6.5,8.25,,,6.5,4.75,8.6,8.5,,9.0,,01
283647,01010872,7.75,9.25,,,7.25,4.75,2.4,8.0,,8.0,,01
283648,01010873,7.75,8.75,,,7.67,6.5,5.4,7.25,,8.2,,01
283649,01010874,6.0,7.0,,,5.92,4.75,8.2,7.5,,7.0,,01
283650,01010875,6.0,8.5,,,6.33,4.5,6.0,8.5,,8.0,,01
283651,01010876,8.0,8.25,,,6.92,4.5,8.2,7.25,,6.4,,01
283652,01010877,6.0,6.5,,,5.42,3.75,3.6,7.0,,3.0,,01
283653,01010878,6.25,7.0,,,6.25,5.5,8.0,7.25,,8.4,,01
283654,01010879,,,4.25,6.17,,,8.0,7.25,6.25,8.4,8.00,01
283655,01010880,6.75,8.0,,,6.5,4.75,8.2,8.25,,8.0,,01
283656,01010881,7.25,9.25,,,6.75,3.75,6.2,6.75,,8.4,,01
283657,01010882,4.75,7.25,,,4.92,2.75,2.6,6.0,,3.6,,01
283658,01010883,5.5,8.25,,,5.92,4.0,5.0,8.25,,7.4,,01
283659,01010884,5.75,7.25,,,6.08,5.25,9.2,8.5,,5.4,,01
283660,01010885,,,8.75,6.08,,,8.2,6.0,5.75,9.0,3.75,01
283661,01010886,7.5,8.5,,,8.17,8.5,5.8,7.25,,8.0,,01
283662,01010887,,,4.25,6.42,,,9.4,8.0,6.0,9.6,9.00,01
283663,01010888,,,8.25,7.5,,,5.6,8.25,6.75,9.0,7.50,01
283664,01010889,7.5,7.5,,,6.5,4.5,3.6,7.75,,3.2,,01
283665,01010890,,,5.75,5.92,,,8.4,8.0,5.0,9.0,7.00,01
283666,01010891,6.5,8.75,,,6.17,3.25,6.0,8.0,,7.8,,01
283667,01010892,7.75,9.5,,,8.5,8.25,8.4,9.0,,9.0,,01
283668,01010893,,,6.75,5.83,,,9.2,4.5,3.25,8.4,7.50,01
283669,01010894,8.0,8.5,,,8.17,8.0,7.6,9.0,,8.8,,01
283670,01010895,,,3.5,5.0,,,9.0,4.75,3.25,9.2,8.25,01
283671,01010896,7.5,8.0,,,6.5,4.0,8.0,8.25,,9.6,,01
283672,01010897,,,7.0,6.92,,,7.6,7.0,5.5,8.0,8.25,01
283673,01010898,6.75,8.5,,,7.08,6.0,5.0,8.25,,6.4,,01
283674,01010899,,,4.25,5.67,,,7.4,8.75,4.5,8.4,8.25,01
283675,01010900,,,5.0,6.5,,,8.2,4.25,6.0,9.8,8.50,01
283676,01010901,,,2.5,4.75,,,6.0,6.75,3.75,8.2,8.00,01
283677,01010902,6.75,8.75,,,7.17,6.0,4.8,8.75,,4.8,,01
283678,01010903,,,5.75,6.83,,,9.2,8.5,6.25,9.6,8.50,01
283679,01010904,7.0,7.75,,,7.08,6.5,4.6,7.0,,7.6,,01
283680,01010905,7.0,5.75,,,5.25,3.0,5.2,8.25,,6.4,,01
283681,01010906,7.0,8.0,,,7.33,7.0,8.2,7.5,,5.2,,01
283682,01010907,7.5,8.25,,,7.0,5.25,5.6,7.75,,7.8,,01
283683,01010908,8.5,8.75,,,7.83,6.25,9.0,8.0,,8.0,,01
283684,01010909,7.0,8.0,,,6.58,4.75,8.0,8.0,,8.2,,01
283685,01010910,7.25,9.25,,,7.58,6.25,4.8,8.0,,7.4,,01
283686,01010911,8.0,8.0,,,7.25,5.75,7.6,8.5,,7.8,,01
283687,01010912,7.0,7.75,,,6.67,5.25,7.4,7.75,,8.6,,01
283688,01010913,7.75,9.0,,,8.17,7.75,4.6,8.25,,7.2,,01
283689,01010914,5.75,7.5,,,5.25,2.5,3.0,7.5,,5.8,,01
283690,01010915,7.75,8.0,,,7.25,6.0,8.8,8.75,,9.2,,01
283691,01010916,7.25,9.5,,,7.17,4.75,4.8,8.0,,7.8,,01
283692,01010917,7.0,7.75,,,7.58,8.0,8.0,7.33,,6.6,,01
283693,01010918,6.25,8.75,,,7.17,6.5,8.2,8.0,,9.6,,01
283694,01010919,6.25,8.0,,,6.83,6.25,2.8,7.5,,6.4,,01
283695,01010920,7.75,9.5,,,7.67,5.75,5.6,7.75,,8.0,,01
283696,01010921,6.5,8.25,,,7.0,6.25,1.8,7.5,,5.2,,01
283697,01010922,7.75,8.0,,,7.17,5.75,6.0,8.5,,7.4,,01
283698,01010923,5.75,6.25,,,5.33,4.0,4.6,8.0,,6.8,,01
283699,01010924,7.75,8.75,,,7.08,4.75,7.4,8.5,,8.4,,01
283700,01010925,6.25,8.0,,,6.42,5.0,8.0,8.5,,7.0,,01
283701,01010926,5.5,6.75,,,5.17,3.25,5.4,9.0,,7.4,,01
283702,01010927,6.5,8.0,,,6.67,5.5,9.2,8.5,,8.4,,01
283703,01010928,6.75,7.5,,,6.92,6.5,6.2,7.75,,7.4,,01
283704,01010929,8.5,8.75,,,7.42,5.0,7.6,7.25,,7.2,,01
283705,01010930,7.0,9.25,,,8.42,9.0,4.2,8.25,,7.6,,01
283706,01010931,7.25,7.75,,,6.33,4.0,4.0,7.0,,5.6,,01
283707,01010932,7.0,7.5,,,5.92,3.25,5.4,7.25,,5.8,,01
283708,01010933,6.75,6.75,,,5.25,2.25,4.6,6.0,,4.2,,01
283709,01010934,7.0,7.75,,,7.5,7.75,5.8,8.0,,7.4,,01
283710,01010935,6.5,8.25,,,6.25,4.0,7.8,8.5,,8.0,,01
283711,01010936,6.0,8.75,,,6.75,5.5,3.6,8.0,,6.0,,01
283712,01010937,7.25,8.0,,,7.25,6.5,6.0,8.0,,8.4,,01
283713,01010938,5.25,7.75,,,6.08,5.25,7.8,8.0,,8.2,,01
283714,01010939,7.5,8.25,,,7.5,6.75,5.8,8.0,,7.6,,01
283715,01010940,6.5,8.75,,,7.0,5.75,5.2,8.0,,5.4,,01
283716,01010941,6.75,8.75,,,7.33,6.5,7.6,8.5,,9.0,,01
283717,01010942,7.75,7.75,,,7.25,6.25,4.6,7.25,,8.0,,01
283718,01010943,6.0,8.25,,,6.08,4.0,6.2,9.0,,7.4,,01
283719,01010944,6.75,8.0,,,6.67,5.25,4.2,8.0,,6.6,,01
283720,01010945,7.0,6.25,,,5.75,4.0,5.2,8.0,,7.0,,01
283721,01010946,6.0,9.25,,,6.83,5.25,3.8,8.0,,7.0,,01
283722,01010947,5.75,9.0,,,6.83,5.75,6.0,8.5,,7.8,,01
283723,01010948,7.0,8.25,,,7.58,7.5,5.0,6.5,,5.0,,01
283724,01010949,7.25,9.25,,,6.67,3.5,8.8,9.0,,8.8,,01
283725,01010950,7.0,7.75,,,5.67,2.25,5.8,8.0,,8.8,,01
283726,01010951,5.5,7.0,,,5.25,3.25,6.8,6.0,,7.8,,01
283727,01010952,3.75,6.75,,,4.75,3.75,3.2,5.0,,4.4,,01
283728,01010953,6.5,8.25,,,7.08,6.5,5.6,8.5,,8.2,,01
283729,01010954,8.0,8.5,,,6.83,4.0,8.4,8.0,,7.0,,01
283730,01010955,6.25,8.75,,,6.33,4.0,3.6,8.75,,6.2,,01
283731,01010956,8.25,8.75,,,8.0,7.0,8.8,7.5,,8.2,,01
283732,01010957,8.0,8.5,,,8.0,7.5,8.6,9.0,,8.8,,01
283733,01010958,7.5,7.75,,,6.42,4.0,5.6,8.25,,6.4,,01
283734,01010959,6.5,8.25,,,6.83,5.75,6.2,8.5,,7.2,,01
283735,01010960,7.0,7.75,,,6.33,4.25,8.6,8.5,,8.2,,01
283736,01010961,6.75,8.5,,,7.0,5.75,5.4,8.5,,7.0,,01
283737,01010962,7.25,9.0,,,7.67,6.75,9.6,8.0,,8.6,,01
283738,01010963,6.75,7.75,,,6.17,4.0,8.4,8.25,,9.0,,01
283739,01010964,7.0,8.25,,,7.0,5.75,7.6,6.5,,7.0,,01
283740,01010965,7.25,9.25,,,7.92,7.25,8.0,8.25,,9.2,,01
283741,01010966,7.5,9.5,,,7.83,6.5,8.0,8.5,,8.8,,01
283742,01010967,6.25,7.25,,,6.25,5.25,3.2,7.5,,5.6,,01
283743,01010968,6.5,8.0,,,6.25,4.25,7.2,8.25,,8.0,,01
283744,01010969,7.75,9.25,,,7.42,5.25,7.2,8.25,,8.0,,01
283745,01010970,6.75,8.25,,,6.58,4.75,5.4,8.0,,7.6,,01
283746,01010971,6.75,8.75,,,7.08,5.75,8.6,8.75,,8.6,,01
283747,01010972,8.25,7.5,,,7.25,6.0,4.8,7.5,,7.6,,01
283748,01010973,7.0,7.25,,,6.25,4.5,3.8,8.25,,7.2,,01
283749,01010974,6.75,9.0,,,7.25,6.0,4.8,8.25,,5.2,,01
283750,01010975,5.25,6.75,,,5.25,3.75,5.0,8.0,,8.2,,01
283751,01010976,6.0,8.0,,,6.25,4.75,6.2,8.25,,7.6,,01
283752,01010977,6.25,7.5,,,5.67,3.25,4.6,7.75,,8.4,,01
283753,01010978,9.0,9.0,,,8.83,8.5,8.4,8.5,,8.6,,01
283754,01010979,8.25,10.0,,,8.75,8.0,10.0,8.5,,9.2,,01
283755,01010980,7.75,8.5,,,7.42,6.0,,7.25,,8.2,,01
283756,01010981,7.5,8.25,,,7.75,7.5,,7.0,,8.4,,01
283757,01010982,5.25,7.0,,,5.58,4.5,6.2,7.5,,7.6,,01
283758,01010983,7.5,9.25,,,7.83,6.75,2.6,7.25,,7.4,,01
283759,01010984,6.0,5.75,,,5.17,3.75,2.8,7.25,,4.2,,01
283760,01010985,6.25,7.75,,,6.58,5.75,5.0,4.75,,1.8,,01
283761,01010986,7.5,8.0,,,7.42,6.75,5.4,7.75,,7.8,,01
283762,01010987,6.25,8.0,,,7.08,7.0,7.4,6.75,,8.6,,01
283763,01010988,6.5,6.25,,,4.92,2.0,2.4,6.5,,5.4,,01
283764,01010989,6.5,7.0,,,6.08,4.75,6.0,7.5,,5.8,,01
283765,01010990,6.75,7.0,,,5.5,2.75,5.6,7.25,,6.2,,01
283766,01010991,6.75,7.0,,,6.25,5.0,3.4,7.0,,6.4,,01
283767,01010992,8.0,9.0,,,8.08,7.25,5.6,7.5,,5.8,,01
283768,01010993,8.25,9.0,,,8.0,6.75,5.4,7.75,,8.2,,01
283769,01010994,8.0,9.25,,,7.33,4.75,4.4,7.25,,7.0,,01
283770,01010995,6.5,8.25,,,6.83,5.75,7.2,8.0,,8.2,,01
283771,01010996,7.5,8.75,,,7.33,5.75,9.4,8.0,,7.8,,01
283772,01010997,7.0,7.5,,,6.17,4.0,4.2,7.5,,5.6,,01
283773,01010998,5.25,7.0,,,5.0,2.75,5.0,6.0,,4.4,,01
283774,01010999,8.5,8.5,,,7.42,5.25,7.0,8.25,,8.0,,01
283775,01011000,6.75,7.75,,,6.0,3.5,3.6,7.75,,5.4,,01
283776,01011001,8.25,8.25,,,7.25,5.25,8.0,9.0,,8.2,,01
283777,01011002,7.5,8.75,,,7.83,7.25,9.2,8.5,,8.6,,01
283778,01011003,7.0,9.0,,,7.67,7.0,9.4,8.25,,8.6,,01
283779,01011004,8.25,9.5,,,7.75,5.5,6.2,7.75,,8.6,,01
283780,01011005,6.25,8.25,,,7.0,6.5,8.0,7.75,,9.0,,01
283781,01011006,6.75,7.75,,,6.67,5.5,6.4,7.75,,8.4,,01
283782,01011007,6.25,8.5,,,6.58,5.0,8.0,7.75,,7.6,,01
283783,01011008,7.5,7.75,,,6.42,4.0,4.0,7.0,,6.8,,01
283784,01011009,6.75,7.25,,,6.25,4.75,3.2,7.5,,6.4,,01
283785,01011010,6.75,7.0,,,6.33,5.25,4.2,8.5,,7.8,,01
283786,01011011,6.0,8.25,,,6.17,4.25,3.4,6.25,,4.6,,01
283787,01011012,7.5,7.5,,,6.83,5.5,7.6,8.5,,7.8,,01
283788,01011013,8.0,9.0,,,8.33,8.0,8.8,8.25,,8.4,,01
283789,01011014,6.5,9.0,,,7.33,6.5,7.8,8.5,,7.6,,01
283790,01011015,6.75,7.25,,,6.17,4.5,8.2,8.5,,8.4,,01
283791,01011016,8.5,9.5,,,9.17,9.5,8.6,7.5,,8.6,,01
283792,01011017,5.5,8.25,,,5.92,4.0,7.0,7.25,,8.0,,01
283793,01011018,5.25,7.0,,,5.58,4.5,7.0,8.0,,8.8,,01
283794,01011019,8.5,9.5,,,8.17,6.5,4.2,8.0,,6.8,,01
283795,01011020,7.5,8.0,,,7.0,5.5,8.2,8.0,,8.0,,01
283796,01011021,7.5,8.75,,,7.75,7.0,9.8,5.75,,7.6,,01
283797,01011022,7.0,8.75,,,7.25,6.0,3.8,8.0,,6.6,,01
283798,01011023,7.0,7.25,,,5.83,3.25,2.6,8.25,,6.8,,01
283799,01011024,7.5,7.5,,,6.58,4.75,5.4,6.5,,7.6,,01
283800,01011025,6.25,7.5,,,6.17,4.75,4.4,7.25,,7.6,,01
283801,01011026,8.25,8.75,,,8.08,7.25,8.6,8.5,,8.4,,01
283802,01011027,7.5,8.75,,,6.83,4.25,4.4,7.5,,6.4,,01
283803,01011028,7.25,9.25,,,7.83,7.0,7.0,7.5,,6.8,,01
283804,01011029,7.75,7.75,,,6.58,4.25,8.4,8.75,,9.0,,01
283805,01011030,7.25,8.0,,,6.83,5.25,6.2,8.25,,6.8,,01
283806,01011031,7.25,9.0,,,7.33,5.75,8.6,7.0,,7.4,,01
283807,01011032,7.75,8.5,,,7.08,5.0,2.0,7.0,,7.0,,01
283808,01011033,5.0,8.25,,,6.33,5.75,4.0,5.75,,4.4,,01
283809,01011034,6.75,8.75,,,7.25,6.25,8.2,7.5,,7.8,,01
283810,01011035,6.75,7.75,,,6.67,5.5,8.8,6.25,,8.4,,01
283811,01011036,7.25,9.25,,,7.25,5.25,4.4,7.25,,7.8,,01
283812,01011037,6.25,7.75,,,5.92,3.75,2.8,6.5,,4.6,,01
283813,01011038,3.75,5.75,,,4.25,3.25,4.4,5.0,,6.2,,01
283814,01011039,5.5,8.0,,,6.17,5.0,3.2,6.0,,6.4,,01
283815,01011040,8.25,8.5,,,8.08,7.5,9.6,8.25,,9.2,,01
283816,01011041,8.5,9.0,,,7.67,5.5,7.8,7.5,,8.2,,01
283817,01011042,7.75,9.25,,,8.25,7.75,4.4,7.5,,6.4,,01
283818,01011043,6.0,9.25,,,7.25,6.5,7.8,7.0,,6.4,,01
283819,01011044,7.5,8.0,,,6.83,5.0,8.2,6.25,,7.2,,01
283820,01011045,6.5,8.0,,,6.5,5.0,6.4,7.25,,7.0,,01
283821,01011046,6.0,7.75,,,6.67,6.25,6.0,7.25,,7.0,,01
283822,01011047,5.75,6.75,,,5.42,3.75,7.6,6.0,,9.0,,01
283823,01011048,7.0,6.75,,,6.17,4.75,4.6,8.0,,6.4,,01
283824,01011049,5.0,8.5,,,5.5,3.0,2.6,7.0,,5.0,,01
283825,01011050,7.75,8.0,,,8.08,8.5,7.2,7.0,,7.8,,01
283826,01011051,8.0,8.25,,,7.25,5.5,7.6,6.75,,7.6,,01
283827,01011052,,,8.25,7.17,,,7.2,6.0,4.25,9.2,9.00,01
283828,01011053,8.25,8.25,,,7.67,6.5,3.0,7.25,,6.8,,01
283829,01011054,,,3.75,5.17,,,8.0,5.75,3.5,9.0,8.25,01
283830,01011055,,,4.25,5.67,,,8.4,6.75,4.0,8.8,8.75,01
283831,01011056,,,6.5,6.25,,,2.6,7.25,6.25,7.8,6.00,01
283832,01011057,,,4.75,6.33,,,7.8,6.5,5.75,9.6,8.50,01
283833,01011058,,,7.25,6.67,,,8.2,7.5,5.0,8.4,7.75,01
283834,01011059,5.0,8.75,,,6.08,4.5,2.8,7.0,,7.2,,01
283835,01011060,6.75,8.75,,,6.75,4.75,9.2,8.5,,9.2,,01
283836,01011061,7.75,9.0,,,7.67,6.25,8.8,8.5,,9.2,,01
283837,01011062,7.0,9.0,,,6.92,4.75,6.0,8.5,,8.2,,01
283838,01011063,7.0,8.25,,,7.58,7.5,3.6,7.5,,7.2,,01
283839,01011064,5.5,7.0,,,5.33,3.5,6.4,7.75,,6.6,,01
283840,01011065,8.5,8.5,,,7.58,5.75,7.8,7.0,,7.6,,01
283841,01011066,8.25,9.25,,,8.75,8.75,5.6,9.0,,6.0,,01
283842,01011067,,,6.5,6.92,,,8.6,7.25,6.0,9.0,8.25,01
283843,01011068,,,8.0,7.67,,,5.0,7.5,6.5,8.8,8.50,01
283844,01011069,5.75,6.0,,,5.0,3.25,3.8,6.75,,8.2,,01
283845,01011070,,,5.75,6.42,,,8.2,5.25,5.75,8.0,7.75,01
283846,01011071,,,7.0,5.08,,,5.4,8.0,4.25,7.8,4.00,01
283847,01011072,7.75,7.75,,,7.67,7.5,7.8,6.5,,7.2,,01
283848,01011073,7.25,10.0,,,8.33,7.75,6.4,7.25,,8.8,,01
283849,01011074,6.25,8.25,,,6.25,4.25,6.0,8.5,,7.8,,01
283850,01011075,6.5,8.5,,,7.17,6.5,6.2,7.75,,7.6,,01
283851,01011076,5.5,8.0,,,5.92,4.25,3.8,7.75,,7.4,,01
283852,01011077,6.5,8.0,,,6.25,4.25,5.0,5.0,,5.6,,01
283853,01011078,,,6.75,6.75,,,7.4,6.0,5.25,8.4,8.25,01
283854,01011079,,,5.0,6.08,,,9.0,7.0,5.75,8.2,7.50,01
283855,01011080,,,8.0,7.08,,,9.2,7.5,4.5,9.2,8.75,01
283856,01011081,7.0,8.25,,,6.58,4.5,3.8,6.5,,7.0,,01
