STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
301942,01029264,7.5,7.75,,,7.0,5.75,3.2,6.5,,5.2,,01
301943,01029265,5.75,8.5,,,6.75,6.0,2.8,6.5,,7.8,,01
301944,01029266,6.5,8.25,,,6.58,5.0,3.4,6.25,,7.0,,01
301945,01029267,6.5,6.25,,,5.67,4.25,4.8,7.0,,8.0,,01
301946,01029268,8.0,8.25,,,6.83,4.25,5.2,5.75,,7.4,,01
301947,01029269,7.0,8.5,,,6.92,5.25,6.8,8.5,,9.0,,01
301948,01029270,6.0,4.25,,,4.92,4.5,2.6,5.75,,5.2,,01
301949,01029271,7.5,8.75,,,7.58,6.5,7.8,8.25,,7.0,,01
301950,01029272,5.5,7.25,,,5.75,4.5,8.2,8.25,,7.4,,01
301951,01029273,7.0,8.25,,,6.42,4.0,3.4,6.25,,7.0,,01
301952,01029274,6.25,8.0,,,6.75,6.0,4.4,8.5,,8.0,,01
301953,01029275,7.0,9.0,,,7.67,7.0,8.0,8.5,,8.2,,01
301954,01029276,7.75,9.25,,,8.0,7.0,3.8,5.0,,8.0,,01
301955,01029277,7.25,8.25,,,7.5,7.0,4.6,6.5,,7.8,,01
301956,01029278,6.0,8.0,,,6.33,5.0,4.2,7.5,,6.8,,01
301957,01029279,6.0,7.5,,,6.5,6.0,5.2,8.25,,8.2,,01
301958,01029280,7.5,7.5,,,7.08,6.25,5.0,6.0,,6.0,,01
301959,01029281,5.75,7.75,,,5.58,3.25,3.0,5.0,,4.4,,01
301960,01029282,8.0,9.0,,,7.33,5.0,3.0,5.25,,6.2,,01
301961,01029283,6.25,8.0,,,6.25,4.5,1.8,5.75,,6.0,,01
301962,01029284,6.5,8.5,,,6.83,5.5,3.6,5.0,,3.2,,01
301963,01029285,6.5,8.75,,,6.75,5.0,3.0,6.75,,6.4,,01
301964,01029286,,,6.25,6.42,,,,7.25,7.0,7.6,6.00,01
301965,01029287,,,8.5,7.08,,,8.0,7.5,6.0,9.0,6.75,01
301966,01029288,,,4.75,6.58,,,8.2,7.0,6.25,9.2,8.75,01
301967,01029289,,,2.25,3.33,,,2.4,6.75,3.25,7.8,4.50,01
301968,01029290,,,5.75,5.0,,,4.2,6.75,4.0,8.8,5.25,01
301969,01029291,,,7.0,6.0,,,3.4,6.75,3.0,7.8,8.00,01
301970,01029292,,,9.75,8.67,,,5.2,7.0,7.75,9.2,8.50,01
301971,01029293,,,5.0,4.42,,,4.2,6.5,3.0,6.6,5.25,01
301972,01029294,,,6.25,5.17,,,4.8,7.25,4.25,6.8,5.00,01
301973,01029295,,,7.0,6.83,,,2.8,6.75,6.5,9.0,7.00,01
301974,01029296,,,7.75,6.67,,,3.2,6.75,4.5,9.0,7.75,01
301975,01029297,,,7.5,6.5,,,3.2,6.25,4.0,8.8,8.00,01
301976,01029298,,,5.75,5.83,,,4.8,7.0,4.25,8.2,7.50,01
301977,01029299,,,5.5,5.92,,,3.8,7.0,4.75,8.2,7.50,01
301978,01029300,,,9.25,7.08,,,4.4,7.16,8.0,8.4,4.00,01
301979,01029301,,,7.75,7.25,,,6.2,7.0,6.5,8.0,7.50,01
301980,01029302,,,7.5,6.17,,,4.4,6.5,4.75,7.8,6.25,01
301981,01029303,,,8.25,7.33,,,5.2,7.75,5.5,8.8,8.25,01
301982,01029304,,,4.75,4.42,,,4.2,7.25,4.75,7.6,3.75,01
301983,01029305,,,6.0,4.67,,,2.8,4.5,3.25,7.6,4.75,01
301984,01029306,,,4.75,5.08,,,5.8,5.5,5.0,7.2,5.50,01
301985,01029307,,,6.75,4.83,,,5.0,8.0,2.75,7.2,5.00,01
301986,01029308,,,7.25,6.17,,,3.8,5.25,4.5,8.6,6.75,01
301987,01029309,,,7.5,6.67,,,2.6,6.5,5.0,8.2,7.50,01
301988,01029310,,,8.75,7.25,,,6.8,7.0,4.5,8.8,8.50,01
301989,01029311,,,5.75,6.25,,,8.8,5.5,4.75,8.8,8.25,01
301990,01029312,,,6.25,6.58,,,3.8,7.5,7.5,7.2,6.00,01
301991,01029313,,,5.75,5.0,,,2.6,4.5,3.5,7.6,5.75,01
301992,01029314,,,7.25,6.92,,,5.2,7.75,5.5,9.2,8.00,01
301993,01029315,,,7.0,6.17,,,4.4,7.0,4.0,8.8,7.50,01
301994,01029316,,,2.5,4.67,,,6.8,7.75,3.75,8.6,7.75,01
301995,01029317,,,4.0,4.92,,,7.2,6.75,3.25,9.0,7.50,01
301996,01029318,,,4.0,4.67,,,3.2,6.0,4.25,8.4,5.75,01
301997,01029319,,,6.25,5.5,,,2.4,6.0,3.5,7.6,6.75,01
301998,01029320,,,9.0,5.67,,,9.4,7.5,4.5,9.2,3.50,01
301999,01029321,,,7.75,6.17,,,4.4,5.75,4.75,8.0,6.00,01
302000,01029322,,,4.0,4.0,,,3.4,4.0,3.75,6.6,4.25,01
302001,01029323,,,7.0,5.25,,,6.6,7.25,5.0,8.2,3.75,01
302002,01029324,,,8.0,5.83,,,6.8,7.5,4.5,8.8,5.00,01
302003,01029325,,,6.0,5.42,,,3.8,6.75,3.75,8.4,6.50,01
302004,01029326,,,2.5,4.42,,,6.2,6.5,3.0,7.8,7.75,01
302005,01029327,,,7.5,6.08,,,4.8,7.5,3.25,8.2,7.50,01
302006,01029328,,,5.5,5.33,,,5.2,8.0,5.75,8.0,4.75,01
302007,01029329,,,6.25,6.42,,,5.2,8.25,6.0,8.4,7.00,01
302008,01029330,6.25,8.0,,,6.25,4.5,5.0,7.25,,7.2,,01
302009,01029331,,,7.75,6.33,,,3.2,7.75,8.0,8.4,3.25,01
302010,01029332,6.75,8.0,,,6.42,4.5,4.4,7.5,,8.2,,01
302011,01029333,7.75,8.25,,,7.83,7.5,8.2,8.5,,9.0,,01
302012,01029334,7.5,8.75,,,7.33,5.75,8.8,8.25,,8.4,,01
302013,01029335,5.25,7.5,,,5.33,3.25,4.2,6.5,,6.4,,01
302014,01029336,5.0,6.75,,,5.42,4.5,3.0,6.75,,6.4,,01
302015,01029337,7.25,9.5,,,7.17,4.75,7.0,8.0,,8.8,,01
302016,01029338,6.75,8.25,,,6.83,5.5,3.6,7.5,,5.8,,01
302017,01029339,8.25,8.25,,,7.33,5.5,6.6,8.75,,7.4,,01
302018,01029340,8.5,9.0,,,8.33,7.5,9.2,8.0,,9.2,,01
302019,01029341,5.0,6.75,,,5.0,3.25,1.8,7.5,,4.2,,01
302020,01029342,7.0,9.0,,,7.0,5.0,5.4,8.0,,7.6,,01
302021,01029343,4.5,7.25,,,5.17,3.75,3.2,7.5,,5.8,,01
302022,01029344,7.75,7.25,,,7.08,6.25,7.8,8.0,,8.8,,01
302023,01029345,4.25,4.5,,,3.92,3.0,2.6,3.0,,2.4,,01
302024,01029346,6.5,8.0,,,6.42,4.75,6.2,7.25,,8.0,,01
302025,01029347,4.5,8.5,,,4.83,1.5,2.4,7.0,,5.4,,01
302026,01029348,,,4.25,5.25,,,6.0,6.25,5.0,8.2,6.50,01
302027,01029349,,,8.75,6.58,,,3.6,7.25,2.75,9.0,8.25,01
302028,01029350,,,2.25,4.67,,,5.8,7.0,3.75,8.0,8.00,01
302029,01029351,,,8.0,7.17,,,6.0,7.25,5.0,8.4,8.50,01
302030,01029352,,,6.0,4.67,,,6.4,6.25,5.25,7.2,2.75,01
302031,01029353,,,6.25,5.58,,,1.6,6.75,4.25,7.8,6.25,01
302032,01029354,5.75,7.75,,,5.58,3.25,4.8,5.0,,5.0,,01
302033,01029355,,,7.5,6.83,,,4.4,6.25,5.0,8.4,8.00,01
302034,01029356,,,5.25,6.25,,,6.6,7.25,6.0,8.4,7.50,01
302035,01029357,6.75,8.5,,,6.75,5.0,1.8,3.0,,4.4,,01
302036,01029358,5.75,7.75,,,6.42,5.75,7.8,5.0,,5.6,,01
302037,01029359,,,8.5,7.33,,,2.4,5.75,6.75,8.2,6.75,01
302038,01029360,5.25,5.75,,,4.75,3.25,3.8,6.0,,6.4,,01
302039,01029361,5.25,8.25,,,6.33,5.5,3.8,4.0,,6.8,,01
302040,01029362,,,7.75,7.0,,,4.2,6.75,5.5,8.8,7.75,01
302041,01029363,6.5,8.5,,,7.08,6.25,3.6,6.75,,8.0,,01
302042,01029364,5.0,8.5,,,6.08,4.75,3.0,7.0,,7.2,,01
302043,01029365,,,8.25,7.92,,,6.2,7.0,8.25,9.6,7.25,01
302044,01029366,7.75,8.75,,,7.58,6.25,4.2,6.33,,5.8,,01
302045,01029367,,,6.0,5.42,,,3.0,6.0,3.75,7.6,6.50,01
302046,01029368,7.25,7.75,,,6.67,5.0,6.0,5.25,,5.6,,01
302047,01029369,,,9.0,7.83,,,3.4,7.08,5.25,9.2,9.25,01
302048,01029370,7.0,8.0,,,7.0,6.0,7.4,8.5,,7.0,,01
302049,01029371,,,7.0,7.25,,,3.2,6.5,7.5,7.2,7.25,01
302050,01029372,,,5.0,4.92,,,3.0,7.5,4.5,5.8,5.25,01
302051,01029373,5.25,7.5,,,6.0,5.25,4.0,6.75,,7.2,,01
302052,01029374,4.25,7.5,,,5.42,4.5,5.4,7.0,,7.6,,01
302053,01029375,6.0,7.75,,,6.33,5.25,8.4,8.0,,8.4,,01
302054,01029376,7.75,7.5,,,6.83,5.25,6.8,8.0,,8.6,,01
302055,01029377,7.25,8.5,,,7.08,5.5,9.4,8.75,,8.2,,01
302056,01029378,6.25,8.75,,,6.0,3.0,2.8,7.75,,6.2,,01
302057,01029379,7.0,9.0,,,7.58,6.75,4.6,8.0,,6.8,,01
302058,01029380,6.5,7.5,,,6.67,6.0,7.6,8.25,,8.6,,01
302059,01029381,6.75,8.0,,,7.33,7.25,6.8,7.25,,8.2,,01
302060,01029382,5.75,7.0,,,5.58,4.0,5.8,7.5,,8.4,,01
302061,01029383,7.25,9.0,,,7.08,5.0,6.6,7.0,,8.2,,01
302062,01029384,6.5,7.75,,,6.33,4.75,8.0,7.75,,9.0,,01
302063,01029385,5.0,7.5,,,5.5,4.0,2.0,7.5,,5.0,,01
302064,01029386,7.25,8.75,,,6.75,4.25,2.6,7.75,,8.6,,01
302065,01029387,6.5,8.75,,,6.75,5.0,3.0,8.0,,7.8,,01
302066,01029388,6.75,8.25,,,7.0,6.0,2.6,7.75,,7.0,,01
302067,01029389,8.25,6.25,,,7.08,6.75,4.8,6.25,,7.8,,01
302068,01029390,8.5,8.5,,,7.33,5.0,6.4,8.25,,8.4,,01
302069,01029391,6.75,7.5,,,6.17,4.25,3.0,7.5,,6.8,,01
302070,01029392,6.0,6.5,,,5.58,4.25,3.6,7.0,,7.2,,01
302071,01029393,6.0,8.75,,,7.17,6.75,6.6,7.5,,7.4,,01
302072,01029394,6.5,9.25,,,7.17,5.75,6.8,6.5,,6.2,,01
302073,01029395,8.0,8.25,,,8.42,9.0,4.4,8.0,,7.8,,01
302074,01029396,7.75,7.75,,,6.92,5.25,6.2,7.5,,8.4,,01
302075,01029397,8.0,9.25,,,7.5,5.25,5.6,7.75,,9.2,,01
302076,01029398,6.5,8.75,,,6.83,5.25,8.4,7.5,,9.4,,01
302077,01029399,6.5,7.5,,,6.75,6.25,5.2,7.75,,8.0,,01
302078,01029400,8.25,8.5,,,7.92,7.0,3.0,7.5,,3.0,,01
302079,01029401,7.0,7.25,,,5.92,3.5,3.4,6.75,,7.0,,01
302080,01029402,7.25,7.0,,,5.83,3.25,4.8,6.5,,7.4,,01
302081,01029403,6.5,8.0,,,6.5,5.0,6.8,8.25,,9.0,,01
302082,01029404,6.0,7.75,,,7.25,8.0,3.4,7.5,,5.0,,01
302083,01029405,7.5,6.5,,,6.17,4.5,7.0,7.25,,7.4,,01
302084,01029406,5.25,8.5,,,6.67,6.25,4.2,6.5,,8.0,,01
302085,01029407,7.5,8.25,,,7.08,5.5,6.4,7.0,,7.2,,01
302086,01029408,5.0,8.5,,,6.0,4.5,9.4,8.25,,8.4,,01
302087,01029409,6.75,7.75,,,6.75,5.75,5.0,6.25,,8.2,,01
302088,01029410,6.25,7.75,,,6.67,6.0,2.0,6.25,,6.4,,01
302089,01029411,8.75,8.5,,,8.17,7.25,8.0,8.25,,8.0,,01
302090,01029412,6.25,8.5,,,5.67,2.25,2.6,7.75,,7.2,,01
302091,01029413,7.25,9.0,,,6.92,4.5,6.6,7.25,,7.6,,01
302092,01029414,7.5,7.5,,,6.92,5.75,8.6,7.75,,6.8,,01
302093,01029415,7.75,7.5,,,7.0,5.75,7.8,8.5,,9.0,,01
302094,01029416,7.0,9.0,,,7.33,6.0,5.8,7.0,,7.6,,01
302095,01029417,7.5,8.5,,,7.5,6.5,9.0,8.0,,8.0,,01
302096,01029418,7.0,7.25,,,6.08,4.0,3.8,8.0,,7.4,,01
302097,01029419,5.0,7.75,,,5.33,3.25,2.6,7.0,,7.0,,01
302098,01029420,5.0,7.75,,,6.0,5.25,4.6,7.25,,6.8,,01
302099,01029421,5.5,7.75,,,5.58,3.5,4.0,7.0,,7.0,,01
302100,01029422,6.75,6.25,,,6.5,6.5,7.2,8.5,,6.6,,01
302101,01029423,7.0,8.5,,,6.92,5.25,7.2,8.75,,8.8,,01
302102,01029424,6.5,8.5,,,6.67,5.0,3.4,6.5,,4.8,,01
302103,01029425,7.25,9.25,,,7.83,7.0,4.8,7.5,,7.8,,01
302104,01029426,7.25,7.75,,,6.42,4.25,6.4,7.5,,7.8,,01
302105,01029427,7.5,8.5,,,7.58,6.75,5.8,6.75,,7.6,,01
302106,01029428,7.25,8.5,,,6.75,4.5,4.2,7.5,,8.4,,01
302107,01029429,6.25,7.75,,,6.25,4.75,6.6,7.75,,7.8,,01
302108,01029430,6.25,7.0,,,6.17,5.25,2.4,7.25,,8.2,,01
302109,01029431,5.75,8.25,,,6.08,4.25,7.6,7.5,,9.2,,01
302110,01029432,6.0,9.5,,,7.08,5.75,7.4,9.0,,8.4,,01
302111,01029433,7.0,7.75,,,5.92,3.0,6.4,7.75,,8.8,,01
302112,01029434,8.25,8.75,,,7.75,6.25,8.2,7.75,,7.2,,01
302113,01029435,5.5,5.75,,,4.92,3.5,2.6,6.5,,6.6,,01
302114,01029436,5.0,6.5,,,5.0,3.5,3.0,4.75,,7.2,,01
302115,01029437,6.5,6.5,,,5.42,3.25,3.4,6.75,,6.8,,01
302116,01029438,7.0,9.5,,,7.5,6.0,6.0,7.0,,8.0,,01
302117,01029439,6.75,8.0,,,6.5,4.75,2.4,7.0,,5.2,,01
302118,01029440,6.75,8.25,,,7.08,6.25,3.6,6.0,,4.6,,01
302119,01029441,7.5,8.75,,,6.67,3.75,7.2,8.5,,9.4,,01
302120,01029442,7.5,8.5,,,6.5,3.5,4.4,7.75,,8.4,,01
302121,01029443,6.25,8.0,,,6.25,4.5,5.2,7.0,,7.2,,01
302122,01029444,5.0,6.5,,,5.42,4.75,4.6,7.5,,6.8,,01
302123,01029445,4.5,7.25,,,5.25,4.0,3.4,6.75,,6.0,,01
302124,01029446,7.25,8.25,,,7.83,8.0,5.8,7.0,,8.0,,01
302125,01029447,7.75,8.5,,,6.75,4.0,4.4,6.25,,4.4,,01
302126,01029448,6.5,8.75,,,7.0,5.75,5.6,8.5,,8.8,,01
302127,01029449,6.5,7.5,,,6.83,6.5,2.8,4.0,,4.0,,01
302128,01029450,7.25,8.5,,,7.08,5.5,6.0,8.25,,8.2,,01
302129,01029451,6.75,8.75,,,7.0,5.5,8.2,7.75,,8.0,,01
302130,01029452,6.5,9.0,,,6.5,4.0,5.4,6.75,,7.4,,01
302131,01029453,5.75,8.0,,,5.92,4.0,3.4,6.75,,7.6,,01
302132,01029454,7.5,7.25,,,6.58,5.0,4.0,6.75,,7.4,,01
302133,01029455,8.0,8.25,,,7.5,6.25,7.6,7.25,,9.2,,01
302134,01029456,6.0,7.5,,,5.75,3.75,3.2,5.25,,7.6,,01
302135,01029457,6.0,9.0,,,7.42,7.25,3.8,7.0,,5.4,,01
302136,01029458,4.5,7.75,,,5.5,4.25,2.2,5.75,,5.6,,01
302137,01029459,5.75,8.0,,,5.67,3.25,2.4,7.0,,8.0,,01
302138,01029460,6.75,9.75,,,7.08,4.75,6.2,7.75,,7.8,,01
302139,01029461,,,8.5,7.25,,,4.2,7.75,5.5,8.8,7.75,01
302140,01029462,,,5.75,4.92,,,4.8,4.0,3.75,8.2,5.25,01
302141,01029463,,,4.25,4.25,,,5.0,7.75,4.25,5.4,4.25,01
302142,01029464,,,4.25,5.92,,,7.0,8.5,5.5,7.6,8.00,01
302143,01029465,,,5.5,5.0,,,4.2,6.0,5.75,8.0,3.75,01
302144,01029466,,,8.5,6.08,,,7.6,7.25,5.25,9.0,4.50,01
302145,01029467,,,4.25,5.75,,,9.6,7.5,5.5,9.4,7.50,01
302146,01029468,,,8.0,7.75,,,6.2,8.25,7.25,9.4,8.00,01
302147,01029469,,,7.5,6.58,,,3.8,7.5,4.0,9.0,8.25,01
302148,01029470,,,4.25,4.58,,,5.2,4.75,2.0,7.6,7.50,01
302149,01029471,,,3.5,4.08,,,2.6,7.5,4.0,7.8,4.75,01
302150,01029472,,,4.25,5.25,,,3.8,5.5,4.0,7.4,7.50,01
302151,01029473,,,7.5,6.33,,,4.4,5.75,3.5,8.0,8.00,01
302152,01029474,,,7.5,5.08,,,4.8,6.25,4.0,8.8,3.75,01
302153,01029475,,,7.5,5.75,,,4.6,6.25,3.25,7.4,6.50,01
302154,01029476,,,3.0,4.42,,,5.8,6.25,3.25,7.8,7.00,01
302155,01029477,,,4.0,4.75,,,7.6,7.25,4.0,8.6,6.25,01
302156,01029478,,,9.0,8.33,,,6.4,7.25,6.75,8.8,9.25,01
302157,01029479,,,7.75,6.25,,,4.4,8.0,3.5,7.8,7.50,01
302158,01029480,,,6.75,6.83,,,6.2,6.25,5.75,8.6,8.00,01
302159,01029481,,,7.75,5.58,,,3.0,5.75,3.25,8.0,5.75,01
302160,01029482,,,7.75,6.58,,,2.2,4.75,4.5,8.0,7.50,01
302161,01029483,,,5.0,4.58,,,3.4,5.75,3.5,7.4,5.25,01
302162,01029484,,,8.75,8.25,,,6.4,8.25,7.25,9.4,8.75,01
302163,01029485,,,5.25,5.0,,,4.2,7.25,5.25,6.8,4.50,01
302164,01029486,,,8.25,7.17,,,1.8,6.5,5.0,9.0,8.25,01
302165,01029487,,,5.25,5.83,,,8.4,8.75,5.0,8.8,7.25,01
302166,01029488,,,8.25,7.33,,,9.2,6.5,6.0,7.8,7.75,01
302167,01029489,,,4.5,4.75,,,7.4,5.75,3.0,7.4,6.75,01
302168,01029490,,,8.25,5.83,,,7.0,6.75,5.0,8.6,4.25,01
302169,01029491,,,7.5,7.33,,,5.0,7.0,6.75,9.0,7.75,01
302170,01029492,,,2.75,4.67,,,4.6,6.0,4.5,8.8,6.75,01
302171,01029493,,,6.0,5.58,,,4.0,6.5,4.5,7.8,6.25,01
302172,01029494,,,6.5,6.58,,,8.4,6.0,4.75,8.2,8.50,01
302173,01029495,,,5.75,6.17,,,5.8,5.0,5.75,7.6,7.00,01
302174,01029496,,,2.5,4.58,,,7.2,5.25,3.75,8.6,7.50,01
302175,01029497,,,7.5,7.0,,,6.6,7.75,5.0,9.2,8.50,01
302176,01029498,,,3.5,4.42,,,4.0,7.75,3.5,7.2,6.25,01
302177,01029499,,,5.25,6.58,,,7.8,8.5,6.25,8.6,8.25,01
302178,01029500,,,8.0,7.0,,,8.0,6.5,6.0,9.0,7.00,01
302179,01029501,,,4.75,4.83,,,1.2,5.5,4.25,7.0,5.50,01
302180,01029502,,,5.0,5.67,,,7.4,7.5,5.5,8.2,6.50,01
302181,01029503,,,4.5,6.42,,,7.4,7.75,7.0,8.2,7.75,01
302182,01029504,,,6.75,6.5,,,6.2,6.5,5.5,7.4,7.25,01
302183,01029505,,,7.75,7.67,,,6.0,6.75,7.0,7.6,8.25,01
302184,01029506,,,3.5,4.58,,,4.8,6.75,5.5,8.0,4.75,01
302185,01029507,,,7.25,5.25,,,5.0,6.5,3.75,8.6,4.75,01
302186,01029508,,,6.5,5.42,,,3.2,4.25,3.0,9.2,6.75,01
302187,01029509,,,3.0,3.58,,,3.4,6.25,4.25,7.4,3.50,01
302188,01029510,,,8.75,7.42,,,3.0,6.0,4.5,9.2,9.00,01
302189,01029511,,,4.5,6.0,,,9.0,7.5,4.75,9.2,8.75,01
302190,01029512,6.25,8.75,,,6.25,3.75,3.2,6.75,,5.6,,01
302191,01029513,6.25,8.5,,,6.83,5.75,5.8,8.0,,8.8,,01
302192,01029514,4.75,7.25,,,5.17,3.5,4.2,8.25,,8.6,,01
302193,01029515,,,7.5,7.0,,,6.8,8.5,5.0,8.4,8.50,01
302194,01029516,,,8.5,5.67,,,9.2,8.5,5.0,9.0,3.50,01
302195,01029517,,,8.25,6.0,,,7.8,8.5,5.25,9.0,4.50,01
302196,01029518,7.0,8.25,,,5.67,1.75,2.4,7.5,,5.2,,01
302197,01029519,,,5.75,5.17,,,2.6,6.5,4.5,7.6,5.25,01
302198,01029520,5.0,7.75,,,5.75,4.5,4.2,7.5,,7.4,,01
302199,01029521,,,2.5,4.33,,,5.6,6.5,5.0,8.4,5.50,01
302200,01029522,6.5,8.0,,,6.58,5.25,5.4,7.0,,7.8,,01
302201,01029523,5.75,8.0,,,6.0,4.25,5.6,8.25,,8.2,,01
302202,01029524,6.75,7.25,,,5.92,3.75,4.6,5.75,,5.4,,01
302203,01029525,5.75,8.0,,,5.08,1.5,2.4,6.5,,5.2,,01
302204,01029526,7.25,7.5,,,6.75,5.5,7.0,8.0,,9.4,,01
302205,01029527,7.25,8.25,,,6.42,3.75,6.6,7.25,,7.2,,01
302206,01029528,7.25,8.5,,,7.25,6.0,8.6,7.5,,8.6,,01
302207,01029529,,,9.0,7.08,,,5.8,7.0,8.25,9.4,4.00,01
302208,01029530,6.75,8.5,,,6.75,5.0,8.4,8.0,,9.2,,01
302209,01029531,6.25,9.25,,,7.67,7.5,9.2,8.0,,9.6,,01
302210,01029532,7.0,7.5,,,6.25,4.25,6.0,8.5,,7.2,,01
302211,01029533,6.75,8.0,,,6.75,5.5,5.2,7.75,,7.6,,01
302212,01029535,,,3.75,3.58,,,4.6,7.0,3.5,7.6,3.50,01
302213,01029536,,,7.75,6.42,,,4.0,7.25,4.25,9.2,7.25,01
302214,01029537,7.5,9.25,,,7.08,4.5,4.4,8.0,,7.8,,01
302215,01029538,,,8.5,6.0,,,6.8,7.75,5.25,9.2,4.25,01
302216,01029539,5.75,7.25,,,5.83,4.5,5.0,5.75,,6.2,,01
302217,01029540,7.5,9.0,,,7.67,6.5,7.6,7.25,,9.0,,01
302218,01029541,6.5,9.25,,,7.17,5.75,7.2,8.5,,7.8,,01
302219,01029542,6.5,8.5,,,6.83,5.5,8.8,8.5,,9.0,,01
302220,01029543,8.75,8.75,,,8.25,7.25,2.6,7.5,,7.0,,01
302221,01029544,7.0,7.0,,,6.42,5.25,7.2,7.75,,7.8,,01
302222,01029545,7.0,8.75,,,7.17,5.75,8.4,7.75,,8.2,,01
302223,01029546,7.75,8.25,,,8.08,8.25,8.2,7.75,,8.2,,01
302224,01029547,8.0,7.75,,,7.58,7.0,4.6,7.75,,6.4,,01
302225,01029548,,,8.0,6.25,,,4.4,7.0,4.0,8.4,6.75,01
302226,01029549,6.5,8.0,,,6.08,3.75,5.4,8.0,,7.4,,01
302227,01029550,7.5,9.5,,,7.17,4.5,6.0,7.5,,6.4,,01
302228,01029551,7.0,7.75,,,7.42,7.5,5.8,8.0,,6.4,,01
302229,01029552,5.5,6.0,,,4.67,2.5,3.0,6.5,,6.0,,01
302230,01029553,7.0,8.5,,,7.5,7.0,4.0,8.0,,7.4,,01
302231,01029554,7.75,8.25,,,6.58,3.75,2.2,7.5,,6.4,,01
302232,01029555,8.5,7.75,,,8.42,9.0,5.6,8.5,,5.8,,01
302233,01029556,7.0,8.75,,,7.25,6.0,8.0,7.5,,7.4,,01
302234,01029557,6.75,9.25,,,7.17,5.5,5.2,7.75,,7.4,,01
302235,01029558,,,3.25,5.33,,,5.8,7.75,4.5,8.8,8.25,01
302236,01029559,6.25,8.25,,,6.42,4.75,4.6,6.75,,5.2,,01
302237,01029560,7.5,8.75,,,7.25,5.5,8.8,9.0,,8.8,,01
302238,01029561,,,9.25,7.92,,,8.4,5.25,8.5,9.4,6.00,01
302239,01029562,,,6.75,7.17,,,8.6,7.0,7.0,9.2,7.75,01
302240,01029563,8.25,8.75,,,7.83,6.5,4.4,7.25,,8.8,,01
302241,01029564,7.5,7.5,,,7.0,6.0,3.8,8.25,,8.2,,01
302242,01029565,6.25,9.0,,,6.83,5.25,4.4,7.5,,7.0,,01
302243,01029566,,,4.5,5.67,,,7.0,6.0,5.25,9.2,7.25,01
302244,01029567,5.25,8.25,,,5.92,4.25,2.6,6.75,,6.2,,01
302245,01029568,5.75,8.0,,,6.0,4.25,4.4,6.0,,5.8,,01
302246,01029569,,,10.0,8.92,,,6.0,7.5,7.5,9.0,9.25,01
302247,01029570,,,4.75,5.83,,,6.8,7.0,5.25,8.0,7.50,01
302248,01029571,6.0,8.0,,,6.0,4.0,4.0,5.5,,7.4,,01
302249,01029572,,,6.5,5.5,,,7.4,8.5,6.5,8.6,3.50,01
302250,01029573,,,4.5,5.0,,,1.8,6.75,4.5,8.4,6.00,01
302251,01029574,6.25,7.5,,,6.33,5.25,6.8,8.25,,8.4,,01
302252,01029575,6.25,7.75,,,6.08,4.25,6.4,8.0,,6.6,,01
302253,01029576,,,8.25,6.0,,,7.0,6.25,5.5,8.6,4.25,01
302254,01029577,7.25,9.0,,,7.83,7.25,5.6,7.75,,8.2,,01
302255,01029578,,,3.5,4.17,,,6.8,6.0,3.75,8.0,5.25,01
302256,01029579,6.0,8.0,,,6.0,4.0,4.2,7.5,,7.4,,01
302257,01029580,,,7.25,6.17,,,3.2,7.5,5.75,8.0,5.50,01
302258,01029581,,,3.75,3.08,,,8.0,7.0,3.5,6.8,2.00,01
302259,01029582,6.0,8.25,,,7.0,6.75,4.4,5.5,,5.4,,01
302260,01029583,,,3.5,5.25,,,9.2,5.25,4.25,8.8,8.00,01
302261,01029584,,,8.0,6.42,,,7.0,7.25,4.0,8.6,7.25,01
302262,01029585,,,8.25,7.33,,,4.8,7.0,6.25,9.2,7.50,01
302263,01029586,6.75,8.0,,,7.25,7.0,7.4,6.31,,4.8,,01
302264,01029587,,,8.25,7.0,,,2.6,8.0,4.5,9.0,8.25,01
302265,01029588,,,6.0,6.33,,,7.4,7.0,5.25,9.4,7.75,01
302266,01029589,5.75,7.75,,,6.33,5.5,7.8,8.0,,8.2,,01
302267,01029590,,,8.0,6.58,,,3.8,6.75,4.0,9.2,7.75,01
302268,01029591,7.0,6.75,,,6.08,4.5,7.0,8.5,,8.8,,01
302269,01029592,,,8.75,7.83,,,3.4,6.25,6.0,8.8,8.75,01
302270,01029593,,,6.75,5.67,,,4.4,7.0,5.25,8.0,5.00,01
302271,01029594,,,6.75,6.75,,,2.6,6.5,6.25,8.4,7.25,01
302272,01029595,,,2.25,5.25,,,9.0,7.5,5.25,9.4,8.25,01
302273,01029596,,,7.5,6.17,,,4.4,7.0,4.25,8.2,6.75,01
302274,01029597,,,8.75,7.33,,,5.0,6.75,4.5,8.8,8.75,01
302275,01029598,6.75,6.25,,,6.17,5.5,4.2,7.0,,8.4,,01
302276,01029599,7.0,7.25,,,6.25,4.5,6.0,8.25,,7.6,,01
302277,01029600,7.5,8.0,,,6.83,5.0,4.4,7.25,,7.4,,01
302278,01029601,7.5,8.75,,,7.17,5.25,3.0,8.0,,7.8,,01
302279,01029602,7.5,8.0,,,7.67,7.5,6.2,7.75,,8.6,,01
302280,01029603,,,4.25,4.67,,,2.8,6.25,4.5,6.6,5.25,01
